age,workclass,education-num,occupation,sex,capital-gain,capital-loss,hours-per-week,income
29,Self-emp-not-inc,5,Other-service,Female,0,0,27,low
26,?,10,?,Female,0,0,40,low
34,Private,10,Adm-clerical,Female,0,0,20,low
43,Private,4,Transport-moving,Male,0,0,40,low
32,Private,12,Prof-specialty,Male,0,0,45,high
47,Private,11,Handlers-cleaners,Male,0,0,48,high
33,Private,9,Other-service,Female,0,0,30,low
20,Private,10,Sales,Female,0,0,35,low
20,Private,10,Sales,Female,0,0,4,low
26,Private,13,Exec-managerial,Male,0,0,20,low
56,Self-emp-not-inc,13,Exec-managerial,Male,0,0,60,low
48,Private,9,Machine-op-inspct,Male,0,0,48,low
32,Private,4,Other-service,Female,0,0,40,low
36,Private,9,Craft-repair,Male,0,0,35,low
28,Private,9,Exec-managerial,Male,4386,0,45,high
34,Private,9,Adm-clerical,Female,0,0,20,high
32,Private,13,Prof-specialty,Male,0,0,40,low
42,Private,9,Adm-clerical,Male,0,0,55,high
44,Private,16,Prof-specialty,Male,0,0,55,high
39,Private,9,Handlers-cleaners,Male,0,0,60,low
18,Private,7,Craft-repair,Male,0,0,30,low
47,Private,13,Prof-specialty,Female,0,0,4,low
42,Private,11,Prof-specialty,Female,0,0,40,low
36,Self-emp-not-inc,16,Prof-specialty,Female,0,0,10,low
40,Private,14,Exec-managerial,Male,0,0,60,high
40,Self-emp-not-inc,9,Craft-repair,Male,0,0,60,low
36,Private,6,Handlers-cleaners,Female,0,0,40,low
46,Private,5,Sales,Male,0,0,35,low
61,Private,9,Transport-moving,Male,0,0,60,low
51,Private,11,Sales,Male,0,0,46,high
60,Private,9,Other-service,Female,0,0,38,low
42,Self-emp-inc,11,Craft-repair,Male,0,0,40,low
18,?,7,?,Male,0,0,25,low
21,Private,9,Other-service,Female,0,0,35,low
52,Self-emp-inc,13,Sales,Male,0,0,55,low
34,Private,9,Other-service,Male,0,0,30,low
46,Private,14,Prof-specialty,Female,7688,0,35,high
30,Private,13,Sales,Male,0,0,60,low
48,Self-emp-inc,14,Sales,Male,0,0,40,high
41,Private,13,Craft-repair,Male,0,0,40,high
51,Private,9,Craft-repair,Male,0,0,40,high
43,Private,9,Other-service,Female,0,1762,24,low
20,?,10,?,Male,0,0,40,low
30,Local-gov,9,Prof-specialty,Male,0,0,40,low
39,?,1,?,Female,0,0,20,low
51,Private,10,Adm-clerical,Female,0,0,40,low
48,Federal-gov,9,Adm-clerical,Male,0,0,40,high
33,Private,15,Prof-specialty,Male,0,0,60,high
31,Private,12,Other-service,Female,0,0,32,low
40,Self-emp-not-inc,10,Prof-specialty,Male,0,0,60,low
40,Private,11,Prof-specialty,Male,0,0,40,low
55,Private,9,Priv-house-serv,Female,0,0,40,low
60,State-gov,16,Prof-specialty,Male,0,1902,40,high
35,Private,10,Adm-clerical,Female,0,0,40,low
33,Private,10,Transport-moving,Male,0,0,55,low
24,Private,9,Craft-repair,Male,0,0,40,low
37,Self-emp-inc,13,Prof-specialty,Male,0,0,45,low
57,Private,9,Exec-managerial,Male,0,0,40,low
34,Self-emp-not-inc,15,Prof-specialty,Male,0,0,55,high
58,Private,9,Craft-repair,Male,0,0,40,high
36,Self-emp-not-inc,9,Transport-moving,Male,0,0,50,low
40,Private,13,Prof-specialty,Female,0,0,45,low
35,Private,10,Adm-clerical,Male,0,0,38,low
25,Private,9,Machine-op-inspct,Female,0,0,40,low
38,Self-emp-not-inc,9,Craft-repair,Male,0,0,15,low
35,Private,10,Machine-op-inspct,Male,0,0,40,low
33,Private,9,Adm-clerical,Female,0,0,40,low
55,Private,9,Adm-clerical,Female,0,0,25,low
24,Local-gov,10,Protective-serv,Male,0,0,40,low
30,Private,10,Transport-moving,Male,0,0,35,low
30,Private,9,Prof-specialty,Male,0,0,35,high
19,Private,4,Other-service,Male,0,0,60,high
42,Self-emp-not-inc,13,Farming-fishing,Male,0,1902,80,high
45,Private,9,Machine-op-inspct,Male,0,0,40,low
24,Private,13,Prof-specialty,Male,0,0,20,low
39,Private,12,Craft-repair,Male,0,0,60,high
27,Local-gov,9,Handlers-cleaners,Male,0,0,40,low
54,Private,14,Exec-managerial,Male,0,0,45,high
20,Private,7,Handlers-cleaners,Male,0,0,40,low
27,Private,7,Prof-specialty,Female,0,0,50,low
34,Local-gov,9,Protective-serv,Male,4064,0,50,low
42,Self-emp-not-inc,10,Exec-managerial,Male,0,0,40,low
62,Private,13,Sales,Male,0,0,60,high
28,Private,12,Prof-specialty,Female,0,0,40,low
40,Self-emp-inc,12,Exec-managerial,Male,0,0,65,high
19,Private,10,Adm-clerical,Male,0,0,30,low
31,Self-emp-not-inc,9,Craft-repair,Male,0,0,40,low
24,Private,10,Exec-managerial,Male,0,0,50,low
27,Private,10,Craft-repair,Male,0,0,40,low
29,Private,3,Other-service,Male,0,0,25,low
46,Private,10,Adm-clerical,Female,0,0,35,low
39,Private,13,Exec-managerial,Male,27828,0,55,high
19,Private,9,Other-service,Male,0,0,40,low
61,Private,9,Craft-repair,Male,0,0,50,low
36,Private,13,Craft-repair,Male,0,0,35,low
18,Private,9,Exec-managerial,Female,0,0,15,low
32,Private,9,Transport-moving,Male,0,0,40,low
53,Local-gov,9,Other-service,Male,0,0,45,low
24,Private,13,Sales,Male,0,0,50,low
21,Private,12,Other-service,Female,0,0,30,low
54,Private,9,Other-service,Male,0,0,15,low
46,Private,10,Adm-clerical,Male,0,0,40,low
36,Private,9,Sales,Male,0,0,50,low
32,Self-emp-inc,13,Sales,Male,7688,0,55,high
31,Private,10,Adm-clerical,Female,0,0,36,low
30,Private,14,Prof-specialty,Female,0,0,40,low
53,Private,9,Craft-repair,Male,0,0,40,high
40,Local-gov,9,Transport-moving,Male,0,0,55,low
60,Private,10,Craft-repair,Male,0,0,44,high
39,Private,13,Exec-managerial,Female,0,0,25,low
31,Private,13,Adm-clerical,Female,0,0,40,high
25,Private,9,Sales,Male,0,0,40,low
43,Private,9,Exec-managerial,Female,0,0,40,low
55,?,9,?,Male,13550,0,40,high
45,Self-emp-inc,4,Exec-managerial,Male,0,0,52,low
36,Private,9,Farming-fishing,Male,0,0,40,low
52,Private,9,Transport-moving,Male,0,0,40,low
37,State-gov,10,Prof-specialty,Female,0,0,30,low
33,Private,10,Prof-specialty,Female,0,0,40,low
18,?,7,?,Male,0,0,25,low
53,Local-gov,10,Protective-serv,Male,4386,0,40,high
44,Private,10,Exec-managerial,Female,0,0,40,low
30,Private,13,Sales,Female,0,0,50,low
21,Private,10,Sales,Male,0,0,40,low
36,Self-emp-not-inc,9,Craft-repair,Male,0,0,20,low
47,Federal-gov,9,Transport-moving,Male,0,0,40,high
25,Private,13,Prof-specialty,Male,0,0,20,low
25,Self-emp-not-inc,9,Farming-fishing,Male,0,0,35,low
28,Private,9,Sales,Female,0,0,60,low
29,Private,13,Prof-specialty,Male,0,0,50,low
32,Private,8,Other-service,Male,0,0,30,low
21,Private,10,Handlers-cleaners,Male,0,0,40,low
25,Private,13,Exec-managerial,Male,0,0,50,low
21,Private,9,Transport-moving,Male,0,0,40,low
46,Private,6,Machine-op-inspct,Male,0,0,40,high
40,Private,10,Handlers-cleaners,Female,0,0,84,low
63,Private,5,Transport-moving,Male,0,0,50,low
27,Private,15,Prof-specialty,Male,0,0,10,low
32,Private,13,Tech-support,Male,0,0,40,low
31,Self-emp-not-inc,13,Exec-managerial,Male,0,1980,60,low
41,Private,10,Exec-managerial,Female,0,1902,40,high
25,Private,11,Adm-clerical,Female,0,0,60,low
18,Private,10,Sales,Female,0,0,30,low
69,State-gov,16,Prof-specialty,Male,0,0,50,high
36,Private,10,Adm-clerical,Female,0,0,35,low
81,Private,9,Exec-managerial,Male,0,2377,26,high
33,?,9,?,Female,0,0,40,low
57,Private,10,Other-service,Male,0,0,40,low
35,Self-emp-inc,13,Exec-managerial,Male,0,0,50,high
21,?,10,?,Female,0,0,40,low
39,Local-gov,12,Craft-repair,Female,0,0,50,high
19,Private,9,Transport-moving,Male,0,0,30,low
43,Private,9,Transport-moving,Male,0,0,70,high
25,Private,9,Sales,Male,0,0,30,low
48,Private,9,Craft-repair,Male,0,0,40,low
51,Private,10,Adm-clerical,Male,0,0,38,low
55,Private,9,Sales,Male,4064,0,40,low
20,Private,9,Adm-clerical,Female,0,0,40,low
17,Private,3,Sales,Female,0,0,20,low
27,Private,7,Other-service,Female,0,0,32,low
37,State-gov,10,Craft-repair,Male,0,0,40,low
23,Private,10,Sales,Male,0,0,45,low
29,Private,12,Exec-managerial,Male,0,0,40,low
50,Private,1,Farming-fishing,Male,0,0,40,low
18,Private,7,Other-service,Male,0,0,28,low
35,Private,14,Sales,Male,0,0,40,low
53,Local-gov,10,Protective-serv,Male,0,1887,40,high
29,Private,9,Other-service,Male,0,0,50,low
35,Self-emp-not-inc,9,Farming-fishing,Male,0,0,99,low
43,Self-emp-inc,9,Farming-fishing,Male,0,0,45,low
24,Private,9,Exec-managerial,Male,0,0,40,low
47,Private,9,Other-service,Female,0,0,40,low
19,Private,10,Exec-managerial,Female,0,0,40,low
25,Private,13,Sales,Male,0,0,50,low
30,Private,10,Prof-specialty,Female,6849,0,40,low
62,Private,13,Prof-specialty,Male,0,0,50,high
45,Private,9,Sales,Male,0,0,50,high
21,Private,11,Machine-op-inspct,Male,0,0,40,low
43,State-gov,9,Transport-moving,Male,0,0,38,high
56,Private,7,Craft-repair,Male,0,0,45,low
37,Private,9,Other-service,Female,0,0,40,low
44,Federal-gov,10,Adm-clerical,Female,0,0,40,low
65,Private,14,Prof-specialty,Male,5556,0,50,high
37,Self-emp-not-inc,16,Prof-specialty,Male,14084,0,45,high
45,Local-gov,9,Protective-serv,Male,0,0,40,high
35,Private,13,Exec-managerial,Female,0,0,40,low
30,Local-gov,9,Craft-repair,Male,0,0,40,low
34,Self-emp-not-inc,9,Transport-moving,Male,0,0,62,low
32,Private,9,Exec-managerial,Female,0,0,50,low
23,Self-emp-not-inc,9,Handlers-cleaners,Female,0,0,35,low
20,Private,9,Transport-moving,Male,0,0,40,low
19,Local-gov,10,Adm-clerical,Male,0,0,40,low
53,Private,15,Prof-specialty,Male,0,0,40,high
23,Private,9,Machine-op-inspct,Male,0,0,40,low
19,Private,9,Sales,Male,2907,0,30,low
55,Self-emp-not-inc,5,Craft-repair,Male,0,0,50,low
33,Private,9,Transport-moving,Male,0,0,60,low
28,Private,9,Transport-moving,Male,0,0,40,low
38,Federal-gov,10,Adm-clerical,Male,0,0,45,high
45,Private,10,Handlers-cleaners,Male,0,0,30,low
42,Private,10,Craft-repair,Male,0,0,50,high
22,Private,9,Other-service,Female,0,0,3,low
28,Private,7,Craft-repair,Male,0,0,40,low
45,Private,7,Craft-repair,Male,0,0,42,low
65,?,9,?,Male,0,0,40,low
23,Private,9,Machine-op-inspct,Male,0,0,40,low
34,Private,10,Exec-managerial,Female,7298,0,40,high
56,Self-emp-not-inc,13,Prof-specialty,Male,7688,0,40,high
72,?,9,?,Male,0,0,40,low
41,State-gov,13,Protective-serv,Male,0,1590,40,low
22,Private,6,Machine-op-inspct,Male,0,0,30,low
27,Private,4,Tech-support,Female,0,0,50,low
42,Private,4,Adm-clerical,Male,0,0,40,low
29,State-gov,9,Craft-repair,Male,0,0,40,low
25,Self-emp-not-inc,13,Adm-clerical,Female,0,0,20,low
28,Private,8,Farming-fishing,Male,0,0,40,low
35,?,10,?,Female,0,0,36,low
32,Private,9,Other-service,Female,0,0,16,low
31,Private,9,Other-service,Male,0,0,65,low
21,?,10,?,Female,0,0,28,low
37,Federal-gov,10,Adm-clerical,Male,7688,0,40,high
43,Federal-gov,14,Craft-repair,Male,0,0,40,low
49,Private,6,Exec-managerial,Female,0,0,40,low
28,Private,15,Prof-specialty,Male,0,0,99,low
29,Private,12,Priv-house-serv,Female,0,0,50,low
29,Private,14,Prof-specialty,Female,0,0,80,low
29,Private,9,Adm-clerical,Female,0,0,20,low
24,Private,9,Exec-managerial,Female,0,0,45,high
58,Private,9,Sales,Female,0,0,38,low
90,Private,14,Exec-managerial,Female,0,0,40,low
57,Self-emp-not-inc,9,Craft-repair,Male,0,0,48,high
74,Private,14,Sales,Female,0,0,10,low
45,Private,13,Craft-repair,Male,3103,0,40,high
45,Private,9,Exec-managerial,Female,0,0,30,low
40,Private,11,Machine-op-inspct,Male,0,0,40,low
44,Private,10,Craft-repair,Male,0,0,42,low
56,Self-emp-not-inc,7,Craft-repair,Male,0,0,40,low
20,Private,10,Adm-clerical,Female,0,0,20,low
48,Local-gov,14,Prof-specialty,Male,7688,0,50,high
40,Private,11,Exec-managerial,Male,0,0,50,high
39,Self-emp-not-inc,15,Prof-specialty,Male,0,0,45,high
32,Private,13,Exec-managerial,Male,0,0,50,low
34,Private,9,Transport-moving,Male,0,2051,55,low
57,Private,11,Machine-op-inspct,Male,0,0,40,low
50,Private,12,Craft-repair,Male,0,0,45,low
26,Private,13,Prof-specialty,Female,0,0,40,low
39,Private,9,Exec-managerial,Male,0,0,60,high
42,Private,16,Other-service,Male,27828,0,60,high
21,Private,11,Exec-managerial,Male,0,0,40,low
61,Private,10,Adm-clerical,Male,7688,0,40,high
55,Self-emp-not-inc,9,Craft-repair,Male,0,0,35,low
46,Private,10,Exec-managerial,Male,0,0,40,low
31,Private,10,Adm-clerical,Male,0,0,40,low
63,Private,7,Sales,Female,2176,0,30,low
32,Private,5,Other-service,Female,0,0,40,low
60,Private,4,Machine-op-inspct,Female,0,0,40,low
23,Private,13,Other-service,Female,0,0,20,low
41,State-gov,13,Prof-specialty,Female,0,0,48,high
64,Private,9,Other-service,Female,0,1762,79,low
43,Self-emp-not-inc,14,Exec-managerial,Female,0,0,45,high
41,Private,9,Exec-managerial,Male,0,1485,40,high
49,Private,10,Sales,Female,0,0,55,low
40,Private,10,Prof-specialty,Male,0,0,40,low
65,Private,9,Other-service,Female,0,0,20,low
42,Self-emp-inc,10,Sales,Male,0,0,60,low
35,Private,7,Machine-op-inspct,Female,0,0,40,low
47,Private,9,Transport-moving,Male,0,0,60,low
43,Private,6,Machine-op-inspct,Male,0,1887,40,high
35,Private,10,Machine-op-inspct,Male,0,0,46,low
50,Private,14,Exec-managerial,Male,0,0,50,high
19,Private,10,Other-service,Female,0,0,30,low
61,Private,13,Exec-managerial,Male,7688,0,40,high
18,Private,8,Other-service,Female,0,0,25,low
18,State-gov,9,Adm-clerical,Female,0,0,20,low
31,Self-emp-not-inc,9,Craft-repair,Male,0,0,50,low
26,Private,10,Prof-specialty,Female,0,0,40,low
22,Private,10,Adm-clerical,Female,0,0,25,low
32,Private,10,Transport-moving,Male,0,1485,45,high
41,Self-emp-not-inc,15,Prof-specialty,Male,0,1977,60,high
23,?,10,?,Male,0,0,40,low
19,?,9,?,Male,0,0,40,low
30,Private,5,Craft-repair,Male,0,0,40,low
35,Local-gov,10,Protective-serv,Male,0,0,50,low
24,Private,7,Sales,Male,0,0,40,low
30,Self-emp-not-inc,9,Transport-moving,Male,0,0,40,low
34,Private,9,Transport-moving,Male,0,0,65,low
51,Private,9,Prof-specialty,Female,0,0,40,low
37,Private,12,Craft-repair,Male,0,0,55,low
29,Local-gov,13,Exec-managerial,Male,0,0,40,high
17,Private,7,Protective-serv,Female,0,0,30,low
27,?,14,?,Male,0,0,20,low
32,Private,9,Adm-clerical,Female,0,0,50,low
65,?,9,?,Male,3818,0,40,low
43,Private,10,Exec-managerial,Male,0,0,40,high
22,Private,6,Craft-repair,Male,0,0,40,low
37,Private,10,Exec-managerial,Male,0,0,40,low
24,Private,10,Other-service,Female,0,0,24,low
55,Private,10,Machine-op-inspct,Female,0,0,40,low
31,Private,13,Prof-specialty,Male,0,0,40,high
59,Private,9,Machine-op-inspct,Female,0,0,40,low
71,Private,3,Transport-moving,Male,0,0,40,low
18,Self-emp-not-inc,10,Adm-clerical,Female,0,0,40,low
21,Private,13,Sales,Female,0,0,30,low
31,Private,9,Adm-clerical,Female,0,0,35,low
20,Private,9,Craft-repair,Female,0,0,40,low
35,Private,9,Machine-op-inspct,Male,3674,0,52,low
18,Private,7,Adm-clerical,Female,0,0,15,low
46,Self-emp-not-inc,13,Exec-managerial,Male,0,0,20,low
42,Private,9,Other-service,Female,0,0,24,low
49,Self-emp-inc,9,Exec-managerial,Female,0,0,40,low
34,Private,9,Craft-repair,Male,0,0,40,low
60,Private,6,Tech-support,Female,0,0,40,low
38,Self-emp-not-inc,9,Craft-repair,Male,0,0,40,high
19,?,9,?,Male,0,0,44,low
45,Private,9,Transport-moving,Male,4064,0,40,low
49,State-gov,6,Other-service,Male,0,0,40,low
41,Private,9,Craft-repair,Male,0,0,40,low
38,Self-emp-not-inc,10,Craft-repair,Male,0,0,55,low
49,Private,9,Tech-support,Male,0,0,40,low
58,Federal-gov,14,Tech-support,Male,7688,0,40,high
24,Self-emp-not-inc,13,Farming-fishing,Male,0,0,50,low
38,Private,9,Machine-op-inspct,Male,0,0,65,high
35,Private,9,Machine-op-inspct,Male,0,0,40,low
26,Private,9,Machine-op-inspct,Male,0,0,40,low
42,Private,14,Adm-clerical,Female,0,0,25,low
40,Private,9,Craft-repair,Male,0,0,25,low
31,Private,9,Transport-moving,Male,0,0,37,low
27,Local-gov,13,Protective-serv,Male,0,0,40,low
55,?,6,?,Female,0,0,45,low
45,Self-emp-inc,15,Prof-specialty,Male,0,0,35,high
26,Private,10,Machine-op-inspct,Male,0,0,45,high
27,Self-emp-not-inc,9,Machine-op-inspct,Male,0,0,40,low
43,Private,9,Transport-moving,Male,0,0,50,low
46,Private,9,Craft-repair,Male,0,0,40,low
49,Private,9,Adm-clerical,Male,0,0,40,high
29,Private,11,Exec-managerial,Male,0,0,40,high
36,Private,13,Sales,Male,0,0,48,low
36,State-gov,13,Prof-specialty,Female,0,0,40,low
38,Private,14,Exec-managerial,Male,15024,0,45,high
56,Private,4,Machine-op-inspct,Female,5013,0,45,low
45,Private,9,Craft-repair,Male,0,0,45,low
27,Private,9,Adm-clerical,Female,0,0,35,low
39,Private,10,Sales,Male,0,0,45,low
18,Private,7,Sales,Male,0,0,8,low
23,Private,10,Exec-managerial,Male,0,0,50,low
25,Private,9,Machine-op-inspct,Male,0,0,40,low
54,Private,5,Exec-managerial,Male,0,0,45,high
21,Private,10,Other-service,Female,0,0,35,low
30,Private,9,Machine-op-inspct,Male,0,0,40,low
33,Private,13,Adm-clerical,Male,0,1579,42,low
33,Local-gov,9,Transport-moving,Female,0,0,43,low
33,Private,10,Craft-repair,Male,0,0,40,low
33,Private,11,Other-service,Female,0,0,10,low
45,Local-gov,9,Transport-moving,Male,0,0,40,high
25,Private,11,Craft-repair,Male,0,0,40,low
50,Private,11,Transport-moving,Male,0,0,65,low
76,Private,13,Adm-clerical,Male,20051,0,50,high
31,Self-emp-not-inc,9,Craft-repair,Male,0,0,40,high
22,?,10,?,Male,0,0,40,low
41,?,9,?,Female,0,0,32,low
25,Private,13,Sales,Female,0,0,45,low
61,Private,9,Transport-moving,Male,0,0,40,low
45,Private,12,Tech-support,Female,0,0,40,low
40,Private,13,Exec-managerial,Male,0,2559,55,high
36,Private,9,Exec-managerial,Female,0,0,38,low
27,Private,10,Other-service,Male,0,0,40,low
40,Private,9,Handlers-cleaners,Male,0,0,30,low
52,Local-gov,10,Protective-serv,Male,0,0,40,high
40,Private,13,Exec-managerial,Male,7688,0,40,high
23,Private,10,Handlers-cleaners,Male,0,0,35,low
62,Private,9,Sales,Male,0,0,40,low
18,Private,10,Sales,Female,0,0,25,low
19,State-gov,9,Adm-clerical,Female,0,0,40,low
31,Private,15,Prof-specialty,Female,0,0,99,low
37,Private,10,Other-service,Female,0,0,40,low
52,Private,9,Machine-op-inspct,Male,0,0,40,low
40,Private,10,Sales,Male,15024,0,50,high
42,Private,13,Sales,Male,0,1887,40,high
30,?,13,?,Female,0,0,40,low
41,Private,11,Adm-clerical,Female,0,0,40,low
44,State-gov,14,Prof-specialty,Male,0,0,16,low
44,Self-emp-not-inc,9,Farming-fishing,Male,0,0,40,low
18,Private,9,Sales,Female,0,0,20,low
54,?,9,?,Male,0,0,40,low
25,Private,9,Tech-support,Female,0,0,48,high
49,Local-gov,7,Handlers-cleaners,Male,0,0,40,low
36,Private,13,Prof-specialty,Male,0,0,40,high
20,Self-emp-inc,10,Machine-op-inspct,Male,0,0,40,low
35,Private,13,Sales,Male,0,0,40,low
28,Private,7,Craft-repair,Male,0,0,60,high
21,Private,9,Adm-clerical,Female,0,0,44,low
20,Private,10,Sales,Female,0,0,25,low
24,Federal-gov,13,Prof-specialty,Female,0,0,30,low
32,Self-emp-inc,10,Exec-managerial,Male,0,0,70,low
43,Private,14,Exec-managerial,Female,0,2547,40,high
61,Private,8,Protective-serv,Male,0,0,37,low
51,Private,10,Transport-moving,Male,0,0,40,high
41,State-gov,9,Adm-clerical,Female,0,0,38,high
56,Private,4,Adm-clerical,Male,0,0,40,low
24,Private,9,Craft-repair,Male,0,0,50,low
34,Self-emp-not-inc,9,Farming-fishing,Male,0,0,80,low
48,Private,14,Prof-specialty,Male,7298,0,55,high
47,Private,9,Craft-repair,Male,0,0,16,low
53,Private,13,Prof-specialty,Female,0,0,48,high
74,Local-gov,4,Protective-serv,Male,0,0,40,low
21,Private,9,Craft-repair,Male,0,0,40,low
21,Private,9,Other-service,Male,0,0,40,low
47,Private,9,Exec-managerial,Female,0,0,43,low
28,Private,10,Tech-support,Male,0,0,40,high
60,Private,10,Craft-repair,Male,0,0,45,low
29,Private,6,Machine-op-inspct,Female,0,0,25,low
40,Private,9,Craft-repair,Female,0,0,40,low
25,Private,9,Adm-clerical,Male,0,0,36,low
42,Private,13,Sales,Male,0,0,60,low
58,Private,6,Craft-repair,Male,0,0,50,low
52,?,12,?,Female,0,0,20,high
50,Private,9,Adm-clerical,Male,0,0,40,low
23,Private,9,Machine-op-inspct,Female,0,0,40,low
28,Private,10,Exec-managerial,Male,0,0,55,low
42,Private,10,Tech-support,Male,0,0,20,high
49,Self-emp-not-inc,13,Farming-fishing,Male,0,0,70,low
49,State-gov,13,Exec-managerial,Male,0,0,45,high
46,Local-gov,13,Prof-specialty,Female,0,0,40,low
32,Federal-gov,11,Tech-support,Male,4650,0,40,low
40,Private,9,Prof-specialty,Female,5178,0,40,high
20,Private,9,Adm-clerical,Female,0,0,10,low
18,Private,9,Other-service,Male,0,0,35,low
32,Private,9,Transport-moving,Male,0,0,40,low
35,Private,9,Adm-clerical,Female,0,0,38,low
21,Private,10,Adm-clerical,Male,0,0,50,low
51,Federal-gov,9,Other-service,Male,0,0,40,low
64,Private,10,Tech-support,Female,0,1741,40,low
60,Private,11,Craft-repair,Female,0,0,30,low
27,Private,13,Prof-specialty,Male,13550,0,40,high
28,Private,9,Craft-repair,Male,0,0,50,low
42,Private,9,Farming-fishing,Male,0,0,44,low
24,Private,9,Adm-clerical,Male,0,0,40,low
46,Private,9,Exec-managerial,Female,0,0,60,low
41,Private,10,Tech-support,Male,0,0,45,high
38,Self-emp-not-inc,10,Craft-repair,Male,0,0,60,low
26,Private,9,Transport-moving,Male,0,0,37,low
27,Private,10,Prof-specialty,Male,0,0,50,high
37,Self-emp-not-inc,9,Sales,Female,0,0,40,low
72,Private,10,Other-service,Female,0,0,35,low
41,Private,9,Transport-moving,Female,0,0,15,low
28,Private,9,Handlers-cleaners,Male,0,0,40,low
30,Self-emp-not-inc,9,Craft-repair,Male,99999,0,50,high
55,Private,9,Priv-house-serv,Female,0,0,32,low
38,Private,12,Sales,Female,0,0,45,low
33,State-gov,16,Prof-specialty,Male,0,0,50,high
26,Private,14,Prof-specialty,Female,0,0,10,low
19,Private,10,Other-service,Female,0,0,40,low
19,Private,9,Sales,Male,0,0,35,low
35,Private,7,Priv-house-serv,Female,0,0,8,low
23,Private,10,Other-service,Male,0,0,50,low
21,Private,10,Other-service,Female,0,0,20,low
35,Private,10,Prof-specialty,Male,0,0,40,high
44,Self-emp-inc,10,Sales,Male,0,0,50,high
55,Private,14,Exec-managerial,Male,0,0,62,high
48,Private,9,Adm-clerical,Female,0,0,37,low
39,Private,6,Craft-repair,Male,0,0,60,high
44,Private,10,Sales,Male,0,0,40,low
28,Private,9,Exec-managerial,Female,0,0,45,low
58,Private,5,Farming-fishing,Male,0,0,40,low
36,Private,9,Prof-specialty,Male,0,0,40,low
66,Private,7,Other-service,Male,10605,0,40,high
34,Private,8,Adm-clerical,Female,0,0,40,low
47,Self-emp-inc,10,Sales,Male,7298,0,45,high
41,Local-gov,13,Sales,Male,0,0,40,low
64,Private,9,Adm-clerical,Female,0,0,22,low
54,Private,7,Other-service,Female,0,0,43,low
32,Private,9,Craft-repair,Male,0,0,50,low
46,Private,9,Craft-repair,Male,0,0,40,low
55,Private,13,Protective-serv,Male,0,0,40,high
35,Private,11,Sales,Male,0,0,40,high
60,Private,9,Transport-moving,Male,0,0,60,high
42,Self-emp-not-inc,10,Other-service,Female,0,0,50,low
29,Private,11,Adm-clerical,Female,0,0,40,low
58,Private,13,Exec-managerial,Male,7688,0,50,high
42,Private,13,Transport-moving,Male,0,0,60,low
26,Private,9,Machine-op-inspct,Female,0,0,40,low
33,Private,11,Tech-support,Female,0,0,40,low
38,Private,9,Farming-fishing,Male,0,0,60,low
25,Private,13,Sales,Female,0,0,40,low
35,Private,13,Sales,Female,0,0,40,low
27,Private,9,Other-service,Female,3418,0,32,low
48,Self-emp-not-inc,13,Sales,Male,0,0,50,high
25,Private,10,Tech-support,Female,0,0,24,low
44,State-gov,10,Tech-support,Female,0,0,40,low
60,Private,9,Protective-serv,Male,0,2042,34,low
20,Private,10,Other-service,Male,0,0,35,low
18,Private,9,Other-service,Female,0,0,30,low
50,Private,9,Machine-op-inspct,Male,0,0,50,high
60,?,9,?,Male,0,0,5,low
19,Private,10,Other-service,Female,0,0,4,low
19,?,5,?,Male,0,1719,35,low
22,?,6,?,Male,0,0,40,low
34,Private,13,Exec-managerial,Male,0,0,40,high
54,Self-emp-not-inc,10,Sales,Male,0,0,40,low
38,Local-gov,9,Other-service,Male,0,0,20,low
44,Local-gov,13,Prof-specialty,Female,0,0,36,high
49,Federal-gov,10,Craft-repair,Male,0,0,40,low
40,Local-gov,14,Prof-specialty,Female,0,0,50,low
31,Private,12,Tech-support,Female,0,0,40,low
43,Private,9,Adm-clerical,Female,0,0,60,low
62,Without-pay,12,Farming-fishing,Male,0,0,50,low
26,Private,13,Other-service,Male,0,0,30,low
27,Private,10,Sales,Male,0,0,32,low
29,Private,10,Tech-support,Female,0,0,40,low
19,Private,9,Craft-repair,Male,0,0,40,low
19,Private,7,Other-service,Female,0,0,40,low
29,Private,13,Exec-managerial,Male,0,0,40,high
55,Private,4,Other-service,Male,0,0,40,low
38,Private,9,Handlers-cleaners,Male,0,0,40,low
49,Local-gov,13,Protective-serv,Male,15024,0,40,high
43,Private,12,Exec-managerial,Female,0,0,40,low
28,Private,10,Adm-clerical,Female,0,0,40,low
24,Private,10,Sales,Male,0,0,25,low
48,Private,6,Transport-moving,Male,0,0,40,low
57,Private,13,Transport-moving,Male,0,0,40,low
43,Private,9,Exec-managerial,Female,0,0,30,high
20,Private,10,Adm-clerical,Male,0,0,48,low
54,Federal-gov,9,Adm-clerical,Female,0,0,40,low
31,Private,9,Transport-moving,Male,0,0,50,low
34,Private,6,Craft-repair,Male,0,0,40,low
43,Private,10,Sales,Male,0,0,50,high
66,Self-emp-not-inc,9,Farming-fishing,Male,2653,0,40,low
41,Private,12,Sales,Male,0,0,45,high
36,Private,13,Craft-repair,Male,0,0,48,high
36,State-gov,13,Exec-managerial,Female,0,0,40,low
26,Private,9,Handlers-cleaners,Male,0,0,45,low
19,?,10,?,Female,0,0,20,low
19,Private,1,Farming-fishing,Male,0,0,50,low
40,Private,10,Sales,Female,0,0,40,low
45,Private,10,Exec-managerial,Female,0,0,64,low
